Levels,Environment,Competitive,Classes,Lab,Sports,Toilet,Sports_Competition,Students_per_class,Langugae,Timings,Meetings,Fests,Field_trips,Water,Mid_day_meal,Quality_of_food,Assessment,Region,Happiness
hard,Assessment,not,8,not always,04-May,hygiene,sometimes,21-30,hindi,5,annually,once,twice,sometimes,no,good,weekly,J,1.700155069
easy,learner,moderate,6,not always,06-Aug,hygiene,yes,41-50,telugu,5,half yearly,twice,twice,always,no,excellent,weekly,D,9.488517818
easy,Assessment,not,8,no,02-Mar,bad,yes,21-30,hindi,5,Quarterly,twice,twice,sometimes,yes,can be improved,never,G,4.687235278
moderate,learner,moderate,10,no,04-May,bad,never,31-40,telugu,7,annually,once,once,always,no,good,monthly,B,4.705678306
hard,knowledge,highly,6,yes,06-Aug,better,yes,41-50,hindi,6,annually,once,never,always,no,good,monthly,G,6.472101355
easy,learner,not,10,yes,04-May,better,never,41-50,hindi,5,half yearly,twice,never,sometimes,no,good,never,E,9.995828643
easy,knowledge,moderate,8,not always,06-Aug,bad,yes,31-40,english,6,annually,never,once,always,yes,excellent,monthly,E,5.222977332
moderate,knowledge,moderate,8,yes,06-Aug,better,never,41-50,hindi,7,half yearly,never,once,never,no,can be improved,never,G,3.204183233
moderate,Assessment,moderate,6,yes,04-May,hygiene,sometimes,41-50,telugu,6,half yearly,never,twice,always,yes,good,weekly,B,2.634143696
easy,Assessment,highly,10,not always,06-Aug,better,yes,41-50,telugu,7,half yearly,twice,once,sometimes,yes,excellent,weekly,B,7.314060051
easy,Assessment,moderate,6,no,04-May,bad,yes,41-50,english,7,half yearly,once,once,always,no,excellent,never,F,5.547612581
hard,Assessment,not,10,not always,02-Mar,bad,never,31-40,english,6,Quarterly,twice,never,never,yes,good,monthly,H,9.494925521
moderate,Assessment,highly,6,not always,02-Mar,hygiene,never,41-50,english,7,half yearly,once,once,never,yes,can be improved,monthly,A,6.194337726
moderate,knowledge,moderate,8,yes,04-May,hygiene,never,41-50,hindi,6,half yearly,never,never,sometimes,no,good,monthly,C,9.924241288
moderate,Assessment,moderate,10,no,02-Mar,bad,sometimes,21-30,telugu,6,annually,once,twice,always,no,good,weekly,K,9.369939889
easy,Assessment,not,6,no,04-May,bad,never,31-40,telugu,5,half yearly,twice,once,always,no,can be improved,monthly,J,6.403345303
moderate,Assessment,moderate,8,yes,04-May,better,yes,41-50,telugu,5,half yearly,never,once,sometimes,no,excellent,monthly,A,2.394877775
easy,Assessment,not,6,yes,02-Mar,better,never,41-50,telugu,7,half yearly,never,twice,never,yes,can be improved,weekly,B,9.957807129
moderate,learner,highly,6,yes,02-Mar,bad,never,31-40,telugu,6,annually,once,never,never,no,excellent,monthly,B,3.716365175
easy,Assessment,highly,8,no,04-May,bad,never,21-30,telugu,5,Quarterly,once,once,always,yes,good,weekly,C,6.128076476
hard,Assessment,highly,8,yes,04-May,bad,never,31-40,telugu,5,half yearly,twice,once,sometimes,no,good,weekly,J,3.314149155
moderate,Assessment,highly,10,yes,04-May,better,never,41-50,telugu,5,annually,never,never,never,yes,excellent,never,I,8.863152558
hard,knowledge,not,6,not always,06-Aug,bad,sometimes,31-40,hindi,7,Quarterly,twice,twice,always,no,can be improved,weekly,K,2.730343311
easy,learner,not,8,yes,06-Aug,better,never,21-30,telugu,6,Quarterly,once,twice,always,yes,can be improved,never,B,6.546198238
easy,learner,moderate,6,not always,06-Aug,hygiene,never,21-30,hindi,5,annually,once,twice,always,yes,excellent,never,K,8.621373062
easy,Assessment,moderate,10,not always,04-May,bad,never,31-40,hindi,7,half yearly,never,twice,never,yes,good,monthly,F,6.730975846
moderate,Assessment,moderate,10,not always,06-Aug,bad,never,41-50,english,6,Quarterly,once,twice,sometimes,yes,excellent,never,A,9.842594136
easy,learner,not,10,yes,02-Mar,better,yes,31-40,telugu,7,half yearly,never,twice,never,yes,good,weekly,G,4.782675873
easy,Assessment,not,10,yes,04-May,better,sometimes,31-40,hindi,6,half yearly,once,never,sometimes,no,can be improved,never,D,3.011806176
moderate,knowledge,moderate,6,no,06-Aug,better,yes,31-40,english,7,annually,never,twice,sometimes,no,excellent,monthly,I,9.303040066
moderate,knowledge,highly,10,yes,04-May,hygiene,never,41-50,hindi,5,half yearly,never,never,sometimes,yes,good,weekly,H,2.169937132
easy,knowledge,highly,10,no,04-May,hygiene,yes,31-40,hindi,7,annually,once,once,always,no,can be improved,monthly,F,1.736702145
easy,knowledge,not,8,no,04-May,bad,yes,31-40,telugu,7,half yearly,never,once,never,yes,excellent,monthly,I,9.445133203
easy,knowledge,not,10,not always,04-May,better,yes,41-50,telugu,5,half yearly,twice,never,sometimes,no,excellent,never,B,5.162232974
easy,knowledge,moderate,10,no,04-May,bad,never,21-30,telugu,7,Quarterly,never,once,never,no,excellent,weekly,D,7.858376147
hard,Assessment,highly,10,yes,04-May,better,sometimes,21-30,hindi,5,Quarterly,twice,never,never,yes,excellent,weekly,F,5.336421117
hard,knowledge,moderate,6,yes,02-Mar,hygiene,never,21-30,telugu,7,half yearly,once,once,always,yes,excellent,never,B,3.54167439
moderate,learner,moderate,10,not always,06-Aug,hygiene,never,31-40,hindi,7,Quarterly,twice,never,never,yes,good,monthly,J,8.29175493
hard,Assessment,highly,10,not always,02-Mar,hygiene,sometimes,31-40,hindi,7,Quarterly,twice,never,sometimes,yes,good,never,G,3.683925367
moderate,knowledge,highly,10,no,02-Mar,better,sometimes,21-30,telugu,6,half yearly,never,never,never,no,good,never,B,1.368712528
moderate,Assessment,moderate,6,yes,02-Mar,hygiene,yes,21-30,telugu,5,Quarterly,never,never,sometimes,no,can be improved,never,A,6.520877657
hard,knowledge,highly,8,no,06-Aug,better,yes,31-40,hindi,7,half yearly,never,never,sometimes,no,can be improved,monthly,I,4.406432721
easy,learner,moderate,10,not always,02-Mar,hygiene,sometimes,21-30,telugu,6,annually,once,once,always,no,good,monthly,I,8.233790634
moderate,learner,highly,8,no,02-Mar,better,yes,41-50,telugu,6,half yearly,never,never,sometimes,yes,good,weekly,D,5.469619055
hard,learner,highly,10,no,06-Aug,better,sometimes,21-30,telugu,7,Quarterly,twice,twice,always,no,good,never,H,4.608561103
hard,knowledge,moderate,6,yes,04-May,bad,sometimes,31-40,telugu,5,annually,once,never,always,no,excellent,weekly,A,6.866148708
easy,knowledge,highly,6,yes,04-May,hygiene,never,21-30,telugu,5,half yearly,twice,never,sometimes,no,good,never,I,3.984990769
moderate,learner,not,6,no,06-Aug,hygiene,never,31-40,english,7,half yearly,twice,once,always,yes,can be improved,monthly,J,9.004335206
moderate,knowledge,highly,10,no,04-May,better,sometimes,21-30,english,7,Quarterly,twice,twice,never,yes,can be improved,never,H,7.943728011
hard,Assessment,highly,6,yes,06-Aug,bad,yes,31-40,hindi,5,half yearly,twice,never,never,yes,excellent,weekly,E,8.679345156
easy,Assessment,not,10,not always,06-Aug,hygiene,never,21-30,hindi,6,half yearly,twice,twice,never,no,can be improved,never,E,8.817804031
moderate,learner,highly,10,yes,02-Mar,better,never,41-50,telugu,5,annually,once,twice,sometimes,yes,excellent,monthly,D,9.261840011
moderate,knowledge,moderate,10,yes,02-Mar,better,never,21-30,hindi,5,half yearly,twice,twice,always,no,excellent,weekly,J,5.321834796
easy,Assessment,not,10,not always,02-Mar,better,sometimes,41-50,telugu,5,Quarterly,twice,never,sometimes,no,can be improved,never,F,7.611444469
moderate,knowledge,highly,6,not always,04-May,hygiene,yes,41-50,hindi,5,Quarterly,once,once,never,no,good,weekly,H,7.825364414
easy,learner,moderate,10,no,06-Aug,hygiene,yes,31-40,telugu,6,annually,never,never,sometimes,no,can be improved,weekly,J,8.051402256
moderate,Assessment,not,8,yes,04-May,better,yes,21-30,hindi,7,half yearly,twice,never,sometimes,yes,excellent,never,B,8.03561361
moderate,learner,not,8,no,06-Aug,hygiene,never,21-30,telugu,6,Quarterly,never,twice,always,no,can be improved,weekly,J,4.561044156
moderate,learner,highly,10,not always,02-Mar,bad,yes,21-30,telugu,7,annually,twice,twice,always,yes,excellent,monthly,B,9.841683276
hard,knowledge,highly,8,yes,02-Mar,hygiene,sometimes,21-30,hindi,6,Quarterly,never,never,never,no,can be improved,monthly,C,8.057722941
moderate,knowledge,highly,6,yes,02-Mar,hygiene,never,31-40,english,5,annually,never,twice,always,yes,can be improved,weekly,F,6.665740707
moderate,knowledge,not,8,not always,02-Mar,better,never,41-50,hindi,5,half yearly,never,twice,always,yes,excellent,weekly,D,8.990897065
moderate,knowledge,moderate,8,yes,06-Aug,hygiene,yes,21-30,english,5,Quarterly,once,twice,never,yes,good,monthly,B,1.73860918
easy,Assessment,moderate,8,no,06-Aug,bad,yes,21-30,english,6,annually,twice,twice,sometimes,yes,excellent,monthly,K,6.142912663
moderate,Assessment,moderate,8,yes,06-Aug,hygiene,sometimes,41-50,english,5,annually,never,never,never,no,excellent,monthly,I,7.115395425
hard,learner,not,8,no,04-May,better,sometimes,31-40,english,6,half yearly,never,twice,always,no,excellent,never,K,9.265387397
easy,Assessment,not,10,no,04-May,bad,never,31-40,hindi,5,annually,never,once,always,yes,good,weekly,K,3.995901585
hard,learner,not,10,not always,06-Aug,hygiene,sometimes,41-50,english,6,half yearly,twice,once,never,no,good,monthly,A,4.982067279
easy,Assessment,moderate,8,yes,06-Aug,hygiene,never,31-40,telugu,7,half yearly,never,never,always,yes,excellent,monthly,I,4.466798146
easy,knowledge,highly,10,yes,04-May,hygiene,sometimes,31-40,hindi,5,half yearly,twice,twice,sometimes,no,good,weekly,A,6.725291045
easy,learner,highly,6,not always,04-May,bad,sometimes,41-50,telugu,6,annually,never,once,sometimes,no,good,never,K,1.08247662
hard,learner,highly,8,not always,04-May,bad,sometimes,41-50,english,7,annually,once,twice,always,yes,good,monthly,H,4.899126359
easy,knowledge,moderate,6,no,06-Aug,bad,sometimes,21-30,telugu,5,Quarterly,never,twice,sometimes,no,can be improved,monthly,E,4.257548721
easy,knowledge,highly,10,not always,02-Mar,better,yes,31-40,hindi,7,half yearly,twice,once,sometimes,yes,excellent,monthly,I,3.314657331
moderate,Assessment,highly,10,not always,06-Aug,hygiene,yes,31-40,telugu,7,annually,once,twice,never,yes,good,monthly,C,3.262312441
hard,learner,not,10,no,04-May,bad,never,31-40,hindi,5,annually,twice,never,never,no,good,never,J,2.45432186
moderate,Assessment,highly,10,not always,06-Aug,bad,yes,31-40,hindi,6,Quarterly,never,never,never,yes,excellent,monthly,F,5.071867053
hard,learner,moderate,6,yes,04-May,better,never,21-30,hindi,7,annually,once,never,never,no,can be improved,monthly,B,2.598402991
moderate,knowledge,moderate,6,not always,04-May,hygiene,never,41-50,telugu,6,Quarterly,once,twice,always,no,good,weekly,F,6.889919205
hard,Assessment,moderate,6,not always,06-Aug,better,yes,21-30,telugu,6,annually,twice,never,always,yes,can be improved,weekly,D,7.223422347
moderate,learner,highly,10,no,06-Aug,better,sometimes,31-40,english,7,annually,once,twice,sometimes,yes,excellent,weekly,H,6.04514926
easy,Assessment,moderate,10,no,06-Aug,better,never,31-40,telugu,6,annually,twice,twice,never,yes,can be improved,monthly,A,1.210587946
moderate,Assessment,not,10,yes,02-Mar,hygiene,yes,41-50,hindi,7,annually,once,once,never,no,excellent,monthly,A,3.385528465
hard,learner,highly,8,no,02-Mar,bad,sometimes,41-50,hindi,6,Quarterly,once,once,sometimes,yes,good,never,E,9.056478772
easy,learner,moderate,6,no,04-May,better,sometimes,21-30,hindi,6,half yearly,twice,once,sometimes,no,excellent,monthly,F,9.578510726
easy,learner,moderate,6,not always,04-May,better,never,41-50,telugu,7,Quarterly,twice,once,never,yes,good,monthly,B,8.589397285
easy,learner,moderate,10,not always,06-Aug,hygiene,sometimes,31-40,telugu,5,half yearly,never,once,never,yes,good,never,D,2.839510584
hard,learner,not,8,no,02-Mar,bad,yes,31-40,english,6,Quarterly,twice,twice,always,yes,good,monthly,F,2.768055872
easy,Assessment,moderate,10,not always,02-Mar,bad,yes,31-40,hindi,6,Quarterly,twice,twice,never,no,can be improved,never,C,5.099924963
hard,learner,highly,6,no,04-May,better,sometimes,31-40,telugu,5,Quarterly,never,never,always,yes,excellent,monthly,D,5.663845179
hard,knowledge,not,10,not always,04-May,bad,yes,41-50,hindi,6,half yearly,twice,twice,always,no,good,never,H,2.375747049
hard,Assessment,moderate,10,no,06-Aug,bad,yes,41-50,english,6,half yearly,once,once,sometimes,no,good,never,I,6.946988752
easy,Assessment,highly,10,no,02-Mar,hygiene,sometimes,21-30,telugu,7,half yearly,never,once,sometimes,no,can be improved,monthly,C,1.00664752
hard,Assessment,not,8,no,06-Aug,hygiene,never,41-50,hindi,7,Quarterly,twice,once,sometimes,no,can be improved,never,A,4.723609802
hard,learner,highly,10,yes,04-May,hygiene,yes,21-30,telugu,5,annually,twice,twice,sometimes,yes,excellent,never,H,4.604343914
easy,Assessment,highly,10,no,02-Mar,hygiene,sometimes,21-30,english,7,half yearly,once,once,always,no,excellent,weekly,B,8.71172893
easy,knowledge,moderate,6,yes,06-Aug,hygiene,yes,31-40,english,6,annually,once,never,sometimes,yes,can be improved,monthly,A,3.331854552
hard,Assessment,moderate,10,not always,02-Mar,hygiene,yes,41-50,telugu,6,half yearly,never,twice,never,no,excellent,monthly,A,6.595355112
hard,learner,not,8,yes,06-Aug,better,yes,31-40,english,6,annually,once,never,always,yes,good,monthly,K,2.820735661
moderate,knowledge,not,8,yes,02-Mar,better,never,31-40,hindi,7,half yearly,twice,once,always,yes,can be improved,weekly,K,3.832274096
hard,Assessment,highly,8,no,06-Aug,better,sometimes,41-50,english,7,Quarterly,once,once,sometimes,yes,can be improved,monthly,K,5.526133847
easy,learner,not,8,not always,04-May,better,sometimes,21-30,english,5,annually,never,never,sometimes,no,can be improved,weekly,G,8.181185403
easy,learner,moderate,10,yes,02-Mar,better,yes,21-30,hindi,6,annually,once,once,sometimes,no,excellent,monthly,F,4.944400548
easy,Assessment,highly,6,yes,04-May,better,yes,41-50,hindi,6,Quarterly,never,never,sometimes,yes,good,monthly,J,8.331618295
easy,learner,not,10,not always,04-May,hygiene,sometimes,21-30,english,5,Quarterly,twice,never,always,no,good,monthly,D,4.032989227
hard,Assessment,highly,10,yes,06-Aug,bad,never,31-40,hindi,6,annually,never,twice,never,no,good,monthly,H,1.898842384
easy,learner,not,10,not always,02-Mar,hygiene,sometimes,41-50,telugu,5,half yearly,twice,never,sometimes,no,can be improved,monthly,J,9.364330467
moderate,learner,highly,6,no,04-May,hygiene,never,31-40,hindi,5,Quarterly,twice,never,sometimes,yes,can be improved,weekly,B,5.609616621
easy,learner,not,10,no,04-May,better,yes,41-50,hindi,7,Quarterly,twice,once,never,yes,can be improved,never,F,8.491396573
hard,Assessment,not,10,yes,04-May,bad,sometimes,21-30,hindi,7,Quarterly,never,never,sometimes,yes,good,weekly,H,2.039481204
moderate,learner,not,8,yes,02-Mar,better,yes,31-40,english,6,Quarterly,never,once,sometimes,no,excellent,weekly,B,8.797020997
easy,learner,moderate,10,not always,06-Aug,better,never,21-30,english,6,Quarterly,once,never,never,yes,excellent,never,E,3.499697618
hard,knowledge,highly,6,no,02-Mar,hygiene,sometimes,21-30,english,7,annually,never,never,always,no,excellent,monthly,C,9.969069138
hard,learner,moderate,6,yes,02-Mar,hygiene,never,21-30,english,6,annually,twice,once,sometimes,no,good,weekly,B,3.416659185
hard,learner,moderate,6,yes,06-Aug,better,yes,21-30,hindi,6,Quarterly,never,never,never,yes,excellent,monthly,H,1.898993667
hard,knowledge,moderate,10,no,02-Mar,better,sometimes,41-50,english,7,Quarterly,twice,twice,sometimes,yes,excellent,never,B,2.310960039
moderate,knowledge,not,10,not always,04-May,better,sometimes,21-30,hindi,7,Quarterly,twice,once,never,yes,can be improved,monthly,J,9.726362727
easy,learner,highly,10,no,04-May,bad,sometimes,31-40,telugu,6,annually,once,never,never,yes,excellent,weekly,D,9.578564439
moderate,knowledge,not,8,no,02-Mar,bad,never,21-30,english,5,half yearly,twice,twice,never,no,can be improved,weekly,H,9.33157975
easy,knowledge,highly,6,yes,02-Mar,hygiene,sometimes,21-30,english,7,half yearly,twice,once,never,no,can be improved,never,E,3.355226716
easy,knowledge,moderate,10,no,06-Aug,hygiene,yes,41-50,hindi,6,half yearly,twice,twice,sometimes,no,can be improved,never,J,2.546096259
easy,learner,highly,8,yes,06-Aug,bad,yes,31-40,hindi,5,Quarterly,once,never,always,yes,excellent,never,I,1.02288662
easy,learner,highly,6,not always,04-May,hygiene,never,31-40,hindi,7,Quarterly,never,never,sometimes,yes,can be improved,weekly,E,2.415672731
easy,knowledge,not,10,no,02-Mar,bad,never,41-50,hindi,7,Quarterly,never,never,always,yes,excellent,never,E,7.339843484
hard,knowledge,moderate,10,no,04-May,hygiene,never,41-50,telugu,5,annually,never,never,sometimes,no,can be improved,monthly,B,3.237107664
easy,knowledge,not,10,not always,06-Aug,hygiene,never,21-30,telugu,7,annually,twice,twice,sometimes,yes,can be improved,monthly,E,5.297237775
hard,Assessment,not,10,yes,04-May,hygiene,sometimes,21-30,hindi,6,half yearly,twice,once,never,no,excellent,weekly,J,1.631162732
easy,Assessment,not,6,no,04-May,bad,never,41-50,hindi,6,half yearly,once,twice,always,yes,good,never,A,5.3431926
easy,Assessment,highly,6,no,06-Aug,better,never,31-40,hindi,5,half yearly,never,once,always,yes,good,monthly,C,1.080871485
moderate,Assessment,moderate,10,yes,04-May,better,yes,21-30,telugu,6,Quarterly,once,never,never,yes,good,weekly,A,6.746229396
easy,knowledge,highly,6,not always,04-May,bad,yes,41-50,telugu,6,Quarterly,once,once,always,yes,excellent,never,A,9.399598983
hard,learner,highly,10,no,04-May,hygiene,yes,41-50,english,7,annually,once,once,sometimes,no,excellent,never,K,2.52354674
easy,knowledge,highly,10,not always,02-Mar,hygiene,yes,41-50,hindi,5,Quarterly,twice,never,always,yes,can be improved,weekly,B,9.10049528
moderate,learner,not,8,yes,02-Mar,better,yes,41-50,hindi,7,annually,twice,twice,always,no,can be improved,never,B,2.81823253
hard,Assessment,highly,6,yes,02-Mar,better,yes,41-50,hindi,5,half yearly,never,twice,never,no,good,never,E,4.044685917
hard,knowledge,moderate,8,no,06-Aug,better,sometimes,41-50,english,6,half yearly,never,once,always,yes,excellent,never,C,5.000411254
hard,Assessment,not,6,not always,04-May,bad,sometimes,31-40,telugu,7,annually,twice,never,always,no,can be improved,never,D,5.412526899
